"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",553751.371236316,8155682315.51748,0.334226233875213,0.578123026591411,0.238210195880409
"10",252058.572489883,1104169485.14533,0.218394984337828,0.467327491527973,0.29462037883642
"11",767047.896230429,11882481938.4388,0.253788571116039,0.503774325582437,0.599903610099173
"12",348263.570867888,1855052523.00013,0.192198492588305,0.438404485137076,0.424637787318505
"13",318236.821171339,2607839114.17149,0.323586059613406,0.568846253053851,0.655358612673402
"14",748649.486978736,17544470600.0681,0.393362603238212,0.627186258808507,0.468235598645352
"15",629000.690778575,5277544026.54933,0.167625267616024,0.409420648741639,0.175568928689766
"16",980041.653334644,14836342861.3546,0.194109886907031,0.440579035936835,0.390946685849244
"2",661980.729193578,8993424997.03621,0.257895810563035,0.507834432234597,0.32959012441824
"3",453570.465398687,4127491758.02918,0.252119562011956,0.502115088412961,0.329176929539507
"4",285659.885820991,1132364870.51396,0.174380426375571,0.41758882453386,0.444428264596797
"5",459126.640144432,4854744743.04484,0.289408497510531,0.537967004109482,0.30684380259786
"6",382597.931901572,2897004847.92847,0.248698891575854,0.498697194273092,0.267218708036654
"7",799969.49267381,13933134897.0559,0.273597330372551,0.523065321324737,0.371051484608545
"8",623990.18934431,10987629661.7816,0.354616022252864,0.595496450243714,0.484709068262844
"9",558269.529341838,5774632533.54608,0.232833983456685,0.482528738477497,0.407031904039705
